freq,c_resid,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,decade,log_obs_value,tourism_type
Annual,TOTAL,Number,Holiday and other short-stay accommodation,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2016,569659093.0,2010,20.160548657414072,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2017,607992877.0,2010,20.22567372440129,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2018,633738452.0,2010,20.267146891007396,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019,658050495.0,2010,20.304792226466798,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020,371428822.0,2020,19.73286780753369,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021,466520766.0,2020,19.960813091730387,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022,658237068.0,2020,20.305075710116565,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023,693731323.0,2020,20.35759530086072,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024,715394700.0,2020,20.38834497631892,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2012,68755439.0,2010,18.04606640410898,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2013,68889280.0,2010,18.048011136070432,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2014,69928936.0,2010,18.06299008434908,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2015,76238055.0,2010,18.149371305442298,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2016,80972763.0,2010,18.20962339682963,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2017,88694426.0,2010,18.300707604268023,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2018,94751641.0,2010,18.366769721038047,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2019,101202774.0,2010,18.432636725509155,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2020,53963948.0,2020,17.803826751935013,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2021,74087776.0,2020,18.120761110396078,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2022,104293841.0,2020,18.462722867412477,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2023,116663501.0,2020,18.57480428912577,total
Annual,TOTAL,Number,Holiday and other short-stay accommodation,ITALY,2024,127610831.0,2020,18.664495807717795,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2012,786847930.0,2010,20.48354556026485,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2013,803950634.0,2010,20.50504842476064,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2014,825399486.0,2010,20.53137805255419,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2015,865928065.0,2010,20.579312397256693,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2016,897043823.0,2010,20.614615273902164,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2017,953903048.0,2010,20.67607259741382,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2018,987340632.0,2010,20.710525656399085,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019,1020091992.0,2010,20.74315864841117,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020,627082206.0,2020,20.25658820005087,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021,793809985.0,2020,20.492354676969324,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022,1052997704.0,2020,20.774906889659025,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023,1101058589.0,2020,20.81953790762171,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024,1124253189.0,2020,20.840384820168772,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2012,125101340.0,2010,18.64463468681063,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2013,122026267.0,2010,18.619746882801795,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2014,122829371.0,2010,18.626306722603363,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2015,129864116.0,2010,18.68199920021458,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2016,135286900.0,2010,18.722908266576166,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2017,145495608.0,2010,18.795656458553218,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2018,149374701.0,2010,18.821968478974405,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2019,155801374.0,2010,18.864092510360752,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2020,85180941.0,2020,18.2602882695925,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2021,119641914.0,2020,18.600013789592037,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2022,159344692.0,2020,18.88658028794963,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2023,171809053.0,2020,18.961894261120275,total
Annual,TOTAL,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ITALY,2024,182247328.0,2020,19.020875267565867,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2012,303953187.0,2010,19.53238425738122,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2013,308617082.0,2010,19.54761184956944,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2014,312395925.0,2010,19.559781931670592,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2015,321930968.0,2010,19.589847695431747,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2016,327384730.0,2010,19.60664658161814,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2017,345910171.0,2010,19.66168967792725,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2018,353602180.0,2010,19.683683053867128,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019,362041497.0,2010,19.707269395816915,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020,255653384.0,2020,19.35933311624993,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021,327289219.0,2020,19.60635479972939,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022,394760636.0,2020,19.793790154372264,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023,407327266.0,2020,19.825127513663087,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024,408858489.0,2020,19.82887966147277,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2012,56345901.0,2010,17.847020054011878,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2013,53136987.0,2010,17.78838379740357,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2014,52900435.0,2010,17.7839221198571,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2015,53626061.0,2010,17.79754572056451,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2016,54314137.0,2010,17.810295100926925,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2017,56801182.0,2010,17.855067693334014,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2018,54623060.0,2010,17.81596669587522,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2019,54598600.0,2010,17.815518799360756,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2020,31216993.0,2020,17.256473151949027,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2021,45554138.0,2020,17.63441202276909,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2022,55050851.0,2020,17.823767879687413,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2023,55145552.0,2020,17.82548664764599,total
Annual,TOTAL,Number,"Camping grounds, recreational vehicle parks and trailer parks",ITALY,2024,54636497.0,2020,17.816212660629912,total
