DATAFLOW,LAST UPDATE,freq,c_resid,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Hotels and similar accommodation,Italy,2015,263009954,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Hotels and similar accommodation,Italy,2016,267675213,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Hotels and similar accommodation,Italy,2017,275133547,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Hotels and similar accommodation,Italy,2018,279470236,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Hotels and similar accommodation,Italy,2019,280937897,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Hotels and similar accommodation,Italy,2020,123266144,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Hotels and similar accommodation,Italy,2021,169536228,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Hotels and similar accommodation,Italy,2022,252663840,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Hotels and similar accommodation,Italy,2023,275360996,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Hotels and similar accommodation,Italy,2024,283910717,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2012,2282244186,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2013,2330570849,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2014,2385679467,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2015,2486255255,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2016,2586019709,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2017,2718947476,e,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2018,2811091847,e,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2019,2875121058,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2020,1422096254,e,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2021,1833618994,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2022,2754886917,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2023,2943247398,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2024,3021780365,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2012,380711483,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2013,376785615,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2014,377770806,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2015,392874070,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2016,402962113,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2017,420629155,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2018,428844937,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2019,436739271,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2020,208447085,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2021,289178142,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2022,412008532,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2023,447170049,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2024,466158045,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2012,482894743,b,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2013,495333555,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2014,513003561,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2015,543997097,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2016,569659093,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2017,607992877,e,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2018,633738452,e,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2019,658050495,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2020,371428822,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2021,466520766,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2022,658237068,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2023,693731323,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,European Union - 27 countries (from 2020),2024,715394700,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2012,68755439,b,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2013,68889280,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2014,69928936,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2015,76238055,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2016,80972763,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2017,88694426,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2018,94751641,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2019,101202774,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2020,53963948,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2021,74087776,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2022,104293841,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2023,116663501,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,Holiday and other short-stay accommodation,Italy,2024,127610831,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2012,786847930,b,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2013,803950634,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2014,825399486,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2015,865928065,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2016,897043823,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2017,953903048,e,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2018,987340632,e,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2019,1020091992,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2020,627082206,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2021,793809985,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2022,1052997704,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2023,1101058589,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2024,1124253189,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2012,125101340,b,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2013,122026267,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2014,122829371,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2015,129864116,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2016,135286900,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2017,145495608,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2018,149374701,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2019,155801374,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2020,85180941,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2021,119641914,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2022,159344692,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2023,171809053,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,2024,182247328,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2012,303953187,b,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2013,308617082,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2014,312395925,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2015,321930968,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2016,327384730,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2017,345910171,e,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2018,353602180,e,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2019,362041497,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2020,255653384,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2021,327289219,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2022,394760636,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2023,407327266,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2024,408858489,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2012,56345901,b,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2013,53136987,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2014,52900435,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2015,53626061,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2016,54314137,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2017,56801182,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2018,54623060,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2019,54598600,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2020,31216993,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2021,45554138,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2022,55050851,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2023,55145552,,
ESTAT:TOUR_OCC_NINAT(1.0),30/01/26 23:00:00,Annual,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks",Italy,2024,54636497,,
